"airline","date_of_journey","source","destination","route","dep_time","arrival_time","total_stops","additional_info","price","journey_day","journey_month","duration_total_mins"
"TruJet","2020-04-01","Jaipur","Chennai","JAI-LUC-CHE","06:05","18:47",1,"red-eye flight",13513,1,4,945
"Star Air","2022-12-25","Delhi","Bangalore","DEL-AHM-BAN","00:05","03:35",1,"limited seats",10720,25,12,210
"Vistara","2024-08-15","Patna","Varanasi","PAT-GOA-HYD-VAR","06:50","08:14",2,"extra baggage allowed",8409,15,8,810
"Vistara","2020-11-26","Bangalore","Nagpur","BAN-KOL-BHU-NAG","15:29","11:32",2,"extra baggage allowed",9521,26,11,705
"Alliance Air","2021-10-06","Hyderabad","Goa","HYD-VAR-NAG-DEL-GOA","04:00","10:12",3,"none",9318,6,10,120
"IndiGo","2023-06-23","Guwahati","Delhi","GUW-VAR-PUN-DEL","03:26","01:14",2,"none",12722,23,6,735
"Air India","2020-01-24","Patna","Guwahati","PAT-GUW","16:33","16:49",0,"limited seats",3269,24,1,855
"IndiGo","2025-05-27","Raipur","Delhi","RAI-VAR-BAN-DEL","13:13","20:10",2,"business class available",9908,27,5,780
"Air India","2024-02-23","Patna","Guwahati","PAT-GUW","15:31","22:22",0,"limited seats",4342,23,2,855
"Vistara","2023-11-08","Delhi","Raipur","DEL-LUC-GOA-COC-RAI","22:47","17:01",3,"red-eye flight",14766,8,11,735
"Star Air","2021-06-23","Surat","Kolkata","SUR-BAN-JAI-KOL","06:09","10:42",2,"business class available",11305,23,6,225
"Vistara","2025-07-19","Jaipur","Delhi","JAI-MUM-GOA-DEL","21:39","19:10",2,"1 long layover",8392,19,7,750
"IndiGo","2025-10-05","Cochin","Guwahati","COC-GOA-GUW","01:38","16:13",1,"extra baggage allowed",4489,5,10,555
"TruJet","2019-06-12","Raipur","Kolkata","RAI-LUC-GOA-KOL","07:57","01:25",2,"business class available",13188,12,6,180
"Star Air","2020-09-28","Chennai","Nagpur","CHE-LUC-PUN-NAG","17:09","16:00",2,"limited seats",12208,28,9,885
"Alliance Air","2022-05-02","Pune","Bangalore","PUN-AHM-GUW-RAI-BAN","04:04","12:59",3,"red-eye flight",9879,2,5,90
"SpiceJet","2020-09-19","Bangalore","Pune","BAN-KOL-NAG-PAT-PUN","05:02","06:08",3,"business class available",11963,19,9,675
"GoAir","2022-03-05","Raipur","Goa","RAI-GOA","00:23","11:06",0,"wifi available",4535,5,3,225
"Star Air","2025-06-16","Patna","Guwahati","PAT-GOA-GUW","18:13","21:51",1,"in-flight meal not included",12551,16,6,210
"AirAsia India","2020-11-17","Pune","Cochin","PUN-IND-DEL-COC","18:54","15:50",2,"wifi available",7561,17,11,450
"SpiceJet","2023-01-01","Raipur","Lucknow","RAI-IND-BAN-LUC","18:03","04:15",2,"1 long layover",8892,1,1,570
"Air India","2022-03-18","Kolkata","Mumbai","KOL-RAI-MUM","19:29","06:29",1,"new aircraft",10515,18,3,450
"AirAsia India","2021-07-25","Indore","Hyderabad","IND-DEL-SUR-HYD","21:47","06:35",2,"extra baggage allowed",7576,25,7,165
"TruJet","2019-08-01","Hyderabad","Bangalore","HYD-RAI-DEL-BAN","15:44","15:39",2,"limited seats",7981,1,8,705
"Akasa Air","2025-09-13","Kolkata","Surat","KOL-SUR","11:15","07:06",0,"new aircraft",5550,13,9,690
"SpiceJet","2021-11-09","Kolkata","Cochin","KOL-HYD-BAN-COC","13:05","20:31",2,"extra baggage allowed",4416,9,11,360
"AirAsia India","2025-06-12","Patna","Mumbai","PAT-BAN-MUM","07:34","17:06",1,"none",5381,12,6,930
"AirAsia India","2020-01-12","Varanasi","Bangalore","VAR-IND-KOL-BAN","15:24","00:42",2,"none",12057,12,1,480
"Star Air","2022-12-28","Indore","Mumbai","IND-MUM","03:50","19:36",0,"limited seats",2934,28,12,810
"GoAir","2024-04-02","Nagpur","Raipur","NAG-RAI","03:41","18:15",0,"in-flight meal not included",7013,2,4,915
"Air India","2024-01-20","Goa","Mumbai","GOA-DEL-GUW-MUM","17:58","11:57",2,"business class available",8802,20,1,735
"TruJet","2019-10-08","Jaipur","Chennai","JAI-BHU-COC-PAT-CHE","00:49","13:01",3,"none",14461,8,10,900
"AirAsia India","2024-07-17","Kolkata","Hyderabad","KOL-HYD","00:52","07:07",0,"in-flight meal not included",5410,17,7,180
"AirAsia India","2025-11-22","Jaipur","Lucknow","JAI-PUN-LUC","07:28","23:00",1,"business class available",8387,22,11,90
"Star Air","2024-07-05","Lucknow","Nagpur","LUC-IND-BAN-RAI-NAG","23:42","12:54",3,"new aircraft",13369,5,7,270
"Star Air","2025-03-25","Varanasi","Bangalore","VAR-BAN","08:02","11:20",0,"new aircraft",5186,25,3,795
"Akasa Air","2023-10-27","Bhubaneswar","Patna","BHU-NAG-VAR-PAT","07:43","11:35",2,"limited seats",10998,27,10,555
"Vistara","2025-07-25","Goa","Kolkata","GOA-JAI-RAI-SUR-KOL","12:53","01:24",3,"business class available",7650,25,7,210
"GoAir","2021-08-27","Jaipur","Pune","JAI-BAN-PUN","18:49","07:58",1,"extra baggage allowed",11795,27,8,210
"TruJet","2022-07-19","Guwahati","Jaipur","GUW-JAI","11:29","11:43",0,"1 long layover",5163,19,7,645
"TruJet","2019-05-22","Lucknow","Pune","LUC-KOL-DEL-PUN","01:08","11:53",2,"1 long layover",5271,22,5,285
"GoAir","2025-06-05","Cochin","Delhi","COC-DEL","20:00","09:52",0,"red-eye flight",7577,5,6,435
"Star Air","2025-11-11","Goa","Bangalore","GOA-NAG-GUW-CHE-BAN","20:40","19:00",3,"none",15608,11,11,135
"GoAir","2024-12-28","Goa","Varanasi","GOA-VAR","17:44","01:42",0,"wifi available",10575,28,12,225
"Akasa Air","2023-12-02","Bangalore","Mumbai","BAN-MUM","17:01","19:45",0,"wifi available",10817,2,12,240
"Air India","2023-09-19","Indore","Bangalore","IND-BAN","12:18","17:26",0,"new aircraft",3974,19,9,285
"Vistara","2020-07-02","Pune","Cochin","PUN-COC","08:52","15:10",0,"business class available",11232,2,7,780
"Akasa Air","2023-05-10","Bangalore","Varanasi","BAN-NAG-IND-VAR","09:58","20:26",2,"business class available",11008,10,5,675
"SpiceJet","2024-01-26","Varanasi","Hyderabad","VAR-COC-HYD","00:07","13:58",1,"red-eye flight",13013,26,1,945
"Akasa Air","2019-09-14","Bangalore","Surat","BAN-IND-SUR","06:33","11:25",1,"wifi available",7452,14,9,390
"Air India","2022-03-03","Jaipur","Cochin","JAI-KOL-COC","23:27","13:10",1,"extra baggage allowed",12103,3,3,375
"SpiceJet","2023-06-02","Nagpur","Chennai","NAG-AHM-COC-CHE","20:34","07:42",2,"wifi available",8015,2,6,210
"Star Air","2024-01-16","Pune","Raipur","PUN-GUW-SUR-HYD-RAI","10:15","20:06",3,"business class available",9873,16,1,645
"GoAir","2019-03-03","Guwahati","Bhubaneswar","GUW-NAG-BHU","15:51","03:18",1,"red-eye flight",6805,3,3,750
"Vistara","2023-03-09","Chennai","Pune","CHE-AHM-COC-PUN","03:52","21:40",2,"in-flight meal not included",10447,9,3,555
"Air India","2022-08-24","Indore","Patna","IND-NAG-AHM-PAT","22:05","16:44",2,"business class available",13120,24,8,675
"AirAsia India","2022-04-20","Delhi","Cochin","DEL-GUW-CHE-IND-COC","21:34","21:56",3,"red-eye flight",13955,20,4,150
"Air India","2021-11-20","Goa","Jaipur","GOA-SUR-HYD-NAG-JAI","23:20","16:49",3,"extra baggage allowed",10211,20,11,795
"IndiGo","2022-04-07","Bangalore","Mumbai","BAN-MUM","23:43","00:01",0,"1 long layover",11115,7,4,345
"Star Air","2022-02-16","Lucknow","Raipur","LUC-VAR-RAI","02:22","04:56",1,"in-flight meal not included",10914,16,2,795
"TruJet","2020-04-17","Jaipur","Guwahati","JAI-GUW","13:41","15:20",0,"limited seats",5165,17,4,795
"AirAsia India","2021-11-08","Patna","Kolkata","PAT-RAI-CHE-MUM-KOL","00:18","18:03",3,"new aircraft",7676,8,11,630
"IndiGo","2023-03-12","Chennai","Surat","CHE-SUR","10:49","05:35",0,"limited seats",6476,12,3,915
"Air India","2025-10-03","Bangalore","Kolkata","BAN-KOL","17:42","09:43",0,"business class available",6776,3,10,705
"Star Air","2023-07-25","Ahmedabad","Cochin","AHM-COC","05:49","11:42",0,"extra baggage allowed",6714,25,7,180
"Akasa Air","2022-04-10","Nagpur","Varanasi","NAG-CHE-SUR-BAN-VAR","23:35","08:10",3,"wifi available",12917,10,4,105
"Star Air","2025-09-27","Cochin","Surat","COC-NAG-SUR","01:07","19:05",1,"none",5353,27,9,510
"Vistara","2021-10-15","Lucknow","Guwahati","LUC-JAI-GUW","21:54","06:14",1,"1 long layover",10281,15,10,930
"SpiceJet","2022-12-25","Kolkata","Varanasi","KOL-GOA-JAI-VAR","13:00","22:45",2,"new aircraft",11289,25,12,630
"Vistara","2019-11-26","Mumbai","Lucknow","MUM-NAG-PUN-LUC","14:22","04:51",2,"business class available",10987,26,11,870
"IndiGo","2025-11-21","Lucknow","Hyderabad","LUC-NAG-BAN-GOA-HYD","08:50","21:12",3,"none",12282,21,11,270
"Akasa Air","2022-03-22","Nagpur","Indore","NAG-IND","02:14","08:22",0,"1 long layover",3047,22,3,690
"Vistara","2019-02-25","Nagpur","Goa","NAG-GOA","00:18","18:53",0,"red-eye flight",3555,25,2,225
"Akasa Air","2019-10-14","Chennai","Delhi","CHE-IND-LUC-RAI-DEL","03:29","16:57",3,"limited seats",13947,14,10,690
"AirAsia India","2021-12-22","Patna","Delhi","PAT-RAI-MUM-DEL","08:21","01:51",2,"extra baggage allowed",5265,22,12,870
"AirAsia India","2023-12-01","Nagpur","Goa","NAG-JAI-GOA","03:40","00:20",1,"in-flight meal not included",5598,1,12,360
"Air India","2023-05-28","Pune","Raipur","PUN-DEL-RAI","05:53","05:01",1,"none",7436,28,5,210
"AirAsia India","2023-05-04","Bangalore","Hyderabad","BAN-HYD","12:41","16:03",0,"wifi available",7467,4,5,90
"Alliance Air","2019-07-07","Delhi","Guwahati","DEL-NAG-GUW","08:49","17:01",1,"new aircraft",12579,7,7,615
"GoAir","2019-01-17","Varanasi","Bangalore","VAR-BAN","23:02","08:49",0,"extra baggage allowed",11230,17,1,465
"TruJet","2025-10-05","Guwahati","Mumbai","GUW-BAN-NAG-MUM","19:19","14:26",2,"1 long layover",14463,5,10,120
"SpiceJet","2022-02-23","Bangalore","Hyderabad","BAN-NAG-AHM-VAR-HYD","08:20","17:50",3,"none",12248,23,2,660
"GoAir","2020-06-20","Cochin","Nagpur","COC-NAG","04:26","22:00",0,"none",7666,20,6,855
"IndiGo","2021-08-26","Guwahati","Chennai","GUW-KOL-CHE","13:36","21:58",1,"business class available",12158,26,8,810
"Vistara","2022-08-16","Goa","Pune","GOA-BHU-PUN","23:08","01:59",1,"in-flight meal not included",6480,16,8,945
"Vistara","2021-12-14","Delhi","Mumbai","DEL-SUR-JAI-MUM","01:55","14:41",2,"in-flight meal not included",10347,14,12,735
"SpiceJet","2023-04-15","Varanasi","Bhubaneswar","VAR-BHU","18:29","18:34",0,"none",10047,15,4,780
"Vistara","2025-06-05","Guwahati","Surat","GUW-NAG-SUR","12:29","17:46",1,"new aircraft",12714,5,6,420
"Star Air","2024-04-08","Hyderabad","Ahmedabad","HYD-MUM-AHM","19:45","21:51",1,"none",4666,8,4,390
"Vistara","2021-12-25","Goa","Delhi","GOA-COC-GUW-MUM-DEL","18:05","17:18",3,"new aircraft",13834,25,12,945
"Alliance Air","2025-11-07","Varanasi","Nagpur","VAR-LUC-SUR-AHM-NAG","16:55","05:59",3,"none",9555,7,11,300
"IndiGo","2020-09-27","Kolkata","Pune","KOL-JAI-PUN","18:04","09:44",1,"1 long layover",6367,27,9,210
"Air India","2022-09-21","Indore","Surat","IND-AHM-GUW-SUR","05:17","12:41",2,"none",12671,21,9,570
"AirAsia India","2021-09-03","Goa","Surat","GOA-RAI-MUM-KOL-SUR","03:00","03:38",3,"in-flight meal not included",13273,3,9,720
"Alliance Air","2025-11-13","Patna","Chennai","PAT-PUN-IND-RAI-CHE","07:52","05:39",3,"red-eye flight",15926,13,11,810
"Star Air","2023-09-23","Bangalore","Jaipur","BAN-LUC-KOL-JAI","15:58","19:04",2,"none",8596,23,9,90
"GoAir","2021-05-22","Hyderabad","Patna","HYD-GUW-BAN-LUC-PAT","09:23","16:58",3,"wifi available",10044,22,5,210
"Akasa Air","2022-04-03","Nagpur","Bhubaneswar","NAG-BHU","23:07","16:37",0,"none",6854,3,4,420
"Air India","2023-12-25","Jaipur","Indore","JAI-IND","13:51","03:55",0,"in-flight meal not included",6528,25,12,840
"Alliance Air","2024-03-23","Bangalore","Chennai","BAN-AHM-GUW-LUC-CHE","15:06","02:23",3,"new aircraft",7029,23,3,270
"SpiceJet","2022-01-07","Patna","Surat","PAT-GUW-BHU-SUR","07:04","16:40",2,"1 long layover",7200,7,1,465
"IndiGo","2022-07-25","Mumbai","Ahmedabad","MUM-JAI-AHM","07:51","10:58",1,"limited seats",10959,25,7,540
"AirAsia India","2023-05-23","Bhubaneswar","Patna","BHU-PAT","13:47","07:30",0,"1 long layover",2814,23,5,435
"IndiGo","2020-01-26","Lucknow","Guwahati","LUC-GOA-MUM-GUW","18:57","07:54",2,"extra baggage allowed",9183,26,1,75
"SpiceJet","2023-08-09","Nagpur","Indore","NAG-IND","05:30","20:13",0,"limited seats",10937,9,8,360
"Star Air","2023-01-25","Guwahati","Mumbai","GUW-PAT-BHU-MUM","02:15","19:52",2,"limited seats",12385,25,1,810
"GoAir","2025-11-25","Pune","Kolkata","PUN-CHE-RAI-KOL","17:00","13:28",2,"none",9586,25,11,510
"Star Air","2024-09-12","Kolkata","Surat","KOL-IND-HYD-DEL-SUR","06:03","20:41",3,"business class available",8432,12,9,315
"Star Air","2022-07-20","Kolkata","Patna","KOL-PUN-MUM-PAT","13:14","04:05",2,"new aircraft",15485,20,7,615
"Vistara","2025-10-08","Delhi","Surat","DEL-HYD-SUR","20:46","12:32",1,"wifi available",6408,8,10,945
"TruJet","2025-09-05","Hyderabad","Chennai","HYD-KOL-CHE","08:40","13:07",1,"new aircraft",11355,5,9,150
"GoAir","2022-07-19","Mumbai","Raipur","MUM-PAT-RAI","15:12","00:56",1,"1 long layover",8888,19,7,615
"IndiGo","2023-12-08","Hyderabad","Patna","HYD-PUN-COC-PAT","02:35","08:00",2,"none",13842,8,12,165
"TruJet","2024-01-14","Nagpur","Patna","NAG-HYD-PAT","14:46","05:41",1,"none",9813,14,1,795
"Air India","2022-10-17","Cochin","Pune","COC-PUN","17:09","19:43",0,"red-eye flight",8328,17,10,285
"Air India","2022-10-27","Delhi","Patna","DEL-NAG-BAN-PAT","11:08","12:30",2,"1 long layover",8034,27,10,630
"AirAsia India","2019-09-26","Jaipur","Surat","JAI-SUR","15:35","07:05",0,"business class available",5562,26,9,720
"Akasa Air","2021-07-20","Goa","Mumbai","GOA-HYD-MUM","01:37","09:21",1,"new aircraft",7045,20,7,285
"GoAir","2024-02-11","Ahmedabad","Bhubaneswar","AHM-KOL-LUC-SUR-BHU","23:11","00:25",3,"new aircraft",9730,11,2,390
"AirAsia India","2020-02-13","Mumbai","Bangalore","MUM-SUR-BAN","23:57","10:06",1,"1 long layover",5772,13,2,255
"TruJet","2025-05-01","Raipur","Chennai","RAI-SUR-NAG-CHE","15:24","06:16",2,"none",12508,1,5,240
"SpiceJet","2021-01-23","Hyderabad","Jaipur","HYD-COC-JAI","20:49","05:18",1,"in-flight meal not included",11363,23,1,720
"Air India","2019-03-25","Guwahati","Patna","GUW-PAT","04:44","00:45",0,"extra baggage allowed",10818,25,3,315
"Akasa Air","2021-04-08","Bhubaneswar","Hyderabad","BHU-JAI-IND-PAT-HYD","04:21","04:56",3,"red-eye flight",16223,8,4,360
"Akasa Air","2019-02-21","Goa","Guwahati","GOA-KOL-LUC-PUN-GUW","11:57","06:47",3,"red-eye flight",10305,21,2,450
"Star Air","2023-12-12","Cochin","Hyderabad","COC-LUC-HYD","01:19","09:33",1,"limited seats",10144,12,12,525
"Alliance Air","2019-11-07","Jaipur","Raipur","JAI-RAI","10:02","02:40",0,"new aircraft",6014,7,11,210
"Alliance Air","2022-12-10","Indore","Varanasi","IND-DEL-COC-BAN-VAR","05:56","04:04",3,"extra baggage allowed",8091,10,12,675
"GoAir","2025-09-20","Chennai","Pune","CHE-PUN","17:08","14:07",0,"none",11982,20,9,585
"Star Air","2025-06-01","Bangalore","Pune","BAN-PAT-PUN","13:31","19:59",1,"1 long layover",9121,1,6,135
"TruJet","2021-11-13","Varanasi","Pune","VAR-MUM-PUN","02:26","10:01",1,"in-flight meal not included",12177,13,11,105
"Alliance Air","2019-12-28","Delhi","Cochin","DEL-PAT-BHU-COC","22:12","05:11",2,"in-flight meal not included",7754,28,12,330
"Alliance Air","2020-09-03","Patna","Delhi","PAT-BHU-RAI-HYD-DEL","06:34","10:50",3,"none",11703,3,9,510
"TruJet","2019-08-02","Goa","Guwahati","GOA-GUW","17:41","12:58",0,"none",9386,2,8,240
"SpiceJet","2021-03-12","Lucknow","Guwahati","LUC-HYD-GUW","03:36","10:23",1,"business class available",7737,12,3,465
"TruJet","2023-04-18","Goa","Chennai","GOA-PUN-AHM-NAG-CHE","23:17","15:15",3,"limited seats",10031,18,4,75
"IndiGo","2024-09-13","Chennai","Bhubaneswar","CHE-COC-PAT-DEL-BHU","09:36","22:29",3,"limited seats",9062,13,9,675
"IndiGo","2025-06-18","Hyderabad","Cochin","HYD-LUC-COC","06:01","12:09",1,"extra baggage allowed",12492,18,6,855
"GoAir","2025-04-12","Cochin","Indore","COC-PUN-IND","18:22","07:38",1,"none",5663,12,4,420
"AirAsia India","2023-02-28","Surat","Mumbai","SUR-JAI-PAT-MUM","20:56","10:34",2,"1 long layover",6999,28,2,240
"Alliance Air","2022-11-10","Surat","Hyderabad","SUR-GOA-PAT-JAI-HYD","02:58","18:08",3,"in-flight meal not included",6738,10,11,735
"Alliance Air","2024-05-14","Mumbai","Chennai","MUM-DEL-PAT-NAG-CHE","15:20","12:37",3,"new aircraft",14660,14,5,720
"AirAsia India","2025-11-06","Lucknow","Kolkata","LUC-KOL","12:48","17:29",0,"extra baggage allowed",8493,6,11,570
"SpiceJet","2019-08-14","Mumbai","Nagpur","MUM-VAR-BAN-PAT-NAG","00:51","17:35",3,"in-flight meal not included",13876,14,8,345
"Alliance Air","2021-09-19","Bhubaneswar","Nagpur","BHU-BAN-HYD-AHM-NAG","15:40","02:34",3,"business class available",15008,19,9,600
"Star Air","2019-12-27","Delhi","Surat","DEL-JAI-AHM-SUR","13:46","07:13",2,"in-flight meal not included",13663,27,12,600
"IndiGo","2025-02-16","Lucknow","Hyderabad","LUC-AHM-HYD","12:10","19:05",1,"wifi available",4863,16,2,840
"IndiGo","2022-08-04","Delhi","Guwahati","DEL-BAN-CHE-GUW","01:06","00:28",2,"limited seats",11892,4,8,390
"GoAir","2020-07-08","Guwahati","Raipur","GUW-SUR-PAT-BHU-RAI","21:49","21:37",3,"wifi available",16897,8,7,75
"Akasa Air","2020-06-14","Lucknow","Guwahati","LUC-GUW","17:08","08:14",0,"extra baggage allowed",9526,14,6,705
"Akasa Air","2021-09-24","Hyderabad","Goa","HYD-GOA","12:16","10:30",0,"limited seats",3675,24,9,180
"SpiceJet","2022-12-19","Patna","Raipur","PAT-RAI","16:16","12:28",0,"new aircraft",9584,19,12,705
"SpiceJet","2019-12-16","Indore","Kolkata","IND-PUN-GOA-LUC-KOL","15:11","11:15",3,"1 long layover",12112,16,12,405
"AirAsia India","2022-12-21","Hyderabad","Mumbai","HYD-LUC-IND-BHU-MUM","12:09","17:22",3,"1 long layover",13174,21,12,90
"Air India","2024-01-15","Cochin","Lucknow","COC-RAI-LUC","18:40","16:23",1,"wifi available",3982,15,1,105
"GoAir","2020-05-21","Mumbai","Varanasi","MUM-PUN-SUR-VAR","09:36","20:58",2,"extra baggage allowed",11089,21,5,420
"Air India","2025-03-03","Ahmedabad","Varanasi","AHM-NAG-VAR","16:20","15:00",1,"extra baggage allowed",8224,3,3,690
"IndiGo","2019-09-02","Cochin","Nagpur","COC-NAG","03:06","02:58",0,"business class available",3962,2,9,450
"IndiGo","2020-01-11","Guwahati","Surat","GUW-PUN-SUR","19:11","11:02",1,"extra baggage allowed",8170,11,1,945
"Vistara","2020-04-16","Indore","Varanasi","IND-MUM-SUR-NAG-VAR","03:11","12:59",3,"none",12888,16,4,105
"Akasa Air","2025-10-12","Kolkata","Varanasi","KOL-MUM-NAG-VAR","23:23","13:34",2,"wifi available",8040,12,10,675
"GoAir","2019-05-06","Raipur","Hyderabad","RAI-NAG-HYD","12:30","11:34",1,"none",10133,6,5,60
"Alliance Air","2020-10-16","Mumbai","Chennai","MUM-JAI-COC-CHE","11:46","14:33",2,"none",7766,16,10,225
"TruJet","2024-06-15","Raipur","Bhubaneswar","RAI-BAN-BHU","19:53","15:49",1,"wifi available",8892,15,6,840
"IndiGo","2021-07-15","Hyderabad","Ahmedabad","HYD-GUW-AHM","02:15","02:09",1,"new aircraft",6957,15,7,555
"Alliance Air","2024-10-10","Varanasi","Patna","VAR-SUR-DEL-LUC-PAT","11:07","12:37",3,"new aircraft",9498,10,10,510
"Star Air","2021-07-20","Bangalore","Bhubaneswar","BAN-JAI-BHU","02:32","03:03",1,"in-flight meal not included",11001,20,7,405
"Akasa Air","2019-01-25","Mumbai","Jaipur","MUM-PUN-JAI","19:43","18:40",1,"new aircraft",12326,25,1,645
"Alliance Air","2025-03-09","Hyderabad","Patna","HYD-VAR-PAT","19:41","22:41",1,"none",8307,9,3,660
"SpiceJet","2025-04-14","Raipur","Patna","RAI-PAT","00:15","09:36",0,"business class available",10626,14,4,570
"Alliance Air","2022-05-01","Hyderabad","Bangalore","HYD-JAI-BAN","08:48","09:53",1,"new aircraft",6305,1,5,765
"IndiGo","2019-04-03","Indore","Chennai","IND-AHM-VAR-NAG-CHE","21:34","15:10",3,"red-eye flight",8574,3,4,855
"Alliance Air","2025-09-12","Delhi","Chennai","DEL-PAT-CHE","06:48","02:49",1,"in-flight meal not included",8200,12,9,390
"Akasa Air","2020-02-11","Guwahati","Delhi","GUW-JAI-DEL","17:11","06:29",1,"wifi available",4713,11,2,870
"Akasa Air","2025-09-26","Kolkata","Lucknow","KOL-PUN-IND-COC-LUC","18:04","07:55",3,"limited seats",9951,26,9,75
"GoAir","2021-09-23","Delhi","Pune","DEL-SUR-NAG-PUN","17:47","04:59",2,"extra baggage allowed",6260,23,9,690
"SpiceJet","2020-09-02","Cochin","Jaipur","COC-DEL-KOL-JAI","20:57","03:08",2,"wifi available",13446,2,9,120
"Akasa Air","2020-07-13","Bhubaneswar","Goa","BHU-NAG-LUC-GOA","13:24","06:16",2,"none",12473,13,7,285
"SpiceJet","2022-12-19","Surat","Jaipur","SUR-RAI-JAI","05:01","22:41",1,"extra baggage allowed",12720,19,12,300
"GoAir","2021-12-22","Nagpur","Bangalore","NAG-BAN","23:31","16:07",0,"extra baggage allowed",3769,22,12,300
"Air India","2020-12-13","Varanasi","Surat","VAR-SUR","01:48","06:35",0,"in-flight meal not included",2792,13,12,360
"GoAir","2022-07-14","Mumbai","Kolkata","MUM-KOL","04:54","18:17",0,"wifi available",4025,14,7,825
"Star Air","2025-07-10","Bhubaneswar","Chennai","BHU-DEL-PUN-MUM-CHE","07:20","19:47",3,"new aircraft",12130,10,7,630
"GoAir","2019-12-23","Raipur","Surat","RAI-HYD-SUR","10:34","08:10",1,"red-eye flight",10391,23,12,495
"Vistara","2019-08-10","Patna","Guwahati","PAT-VAR-GOA-HYD-GUW","13:48","09:47",3,"wifi available",13847,10,8,630
"IndiGo","2024-01-03","Nagpur","Jaipur","NAG-RAI-JAI","22:14","16:55",1,"1 long layover",7168,3,1,645
"Star Air","2021-07-07","Hyderabad","Surat","HYD-NAG-DEL-PUN-SUR","03:15","14:19",3,"none",9005,7,7,720
"Alliance Air","2023-10-22","Pune","Patna","PUN-DEL-VAR-IND-PAT","05:25","04:54",3,"in-flight meal not included",14461,22,10,945
"SpiceJet","2021-06-04","Surat","Bangalore","SUR-BAN","05:34","03:51",0,"none",5669,4,6,810
"GoAir","2022-06-08","Varanasi","Bhubaneswar","VAR-BHU","08:15","18:21",0,"wifi available",3678,8,6,585
"IndiGo","2024-09-28","Indore","Bangalore","IND-JAI-GUW-NAG-BAN","07:43","16:48",3,"new aircraft",15070,28,9,540
